,BASELINE_ANGLE,TOP_MARGIN,LETTER_SIZE,LINE_SPACING,WORD_SPACING,SLANT_ANGLE,IMAGE_NAME
1034,2,1,0,1,2,1,h07-060b.png
1035,0,1,0,1,2,1,h07-063a.png
1036,2,1,0,1,2,1,h07-063b.png
1037,2,1,0,2,0,1,h07-066a.png
1038,1,1,0,1,2,1,h07-066b.png
1039,1,1,2,0,0,1,h07-069.png
1040,2,1,0,2,2,1,h07-069a.png
1041,1,1,0,2,0,1,h07-071.png
1042,1,1,0,1,2,1,h07-071a.png
1043,1,1,2,2,0,1,h07-075.png
1044,1,1,0,1,2,1,h07-075a.png
1045,2,1,2,2,0,0,h07-078.png
1046,1,1,0,1,2,1,h07-078a.png
1047,1,1,0,1,0,1,h07-080.png
1048,1,1,0,1,2,1,h07-080a.png
1049,1,1,0,1,2,1,h07-084.png
1050,2,1,2,0,0,1,h07-087.png
1051,1,0,2,2,0,1,j01-042.png
1052,2,0,1,2,2,1,j01-045.png
1053,0,0,1,0,0,1,j01-049.png
1054,0,0,1,0,2,1,j01-059.png
1055,2,0,2,2,1,1,j01-063.png
1056,0,1,2,1,1,1,j01-066.png
1057,2,0,1,0,1,1,j01-070.png
1058,1,1,2,1,1,1,j04-008.png
1059,0,0,1,0,0,1,j04-012.png
1060,0,1,2,2,1,1,j04-015.png
1061,0,0,2,2,2,1,j04-019.png
1062,2,0,2,2,1,1,j04-024.png
1063,0,0,1,2,2,1,j04-035.png
1064,2,0,1,2,2,1,j04-039.png
1065,2,0,1,2,2,1,j04-046.png
1066,1,0,1,0,2,1,j04-053.png
1067,0,0,1,0,2,1,j04-061.png
1068,1,0,1,0,2,1,j04-065.png
1069,2,1,2,1,0,1,j04-070.png
1070,2,0,2,2,2,1,j04-076.png
1071,2,0,1,0,2,1,j04-080.png
1072,0,0,1,0,0,1,j04-094.png
1073,0,0,2,2,1,1,j04-098.png
1074,0,0,1,0,2,1,j04-103.png
1075,0,0,1,2,2,1,j04-111.png
1076,0,0,1,0,2,1,j04-115.png
1077,2,1,2,1,1,1,j06-000.png
1078,0,0,2,2,2,1,j06-005.png
1079,0,1,2,1,1,1,j06-008.png
1080,2,1,0,1,1,1,j06-014.png
1081,0,1,2,1,1,1,j06-018.png
1082,0,0,2,1,2,1,j06-022.png
1083,0,0,2,1,2,1,j06-026.png
1084,1,0,1,2,1,1,j06-030.png
1085,0,0,2,1,2,1,j06-034.png
1086,1,1,2,1,1,1,j06-051.png
1087,1,1,2,2,1,1,j06-056.png
1088,0,1,2,2,0,1,j07-000.png
1089,1,1,0,1,2,1,j07-005.png
1090,1,1,2,0,0,1,j07-009.png
1091,1,1,2,2,0,1,j07-012.png
1092,1,1,2,2,0,1,j07-015.png
1093,2,0,1,0,2,6,k01-051.png
1094,0,1,2,0,1,6,k02-018.png
1095,2,1,0,2,2,6,k02-023.png
1096,2,0,1,0,2,6,k02-029.png
1097,0,0,2,0,1,6,k02-036.png
1098,2,1,2,0,1,6,k02-053.png
1099,1,1,0,2,2,6,k02-062.png
1100,2,0,1,2,1,6,k02-067.png
1101,0,1,2,0,1,6,k02-076.png
1102,2,1,2,0,1,6,k02-093.png
1103,2,1,2,2,1,6,k02-097.png
1104,0,0,1,0,2,6,k02-102.png
1105,0,0,1,0,2,6,k02-112.png
1106,2,0,2,2,2,6,k02-117.png
1107,0,0,2,2,2,1,k03-117.png
1108,2,0,1,0,2,1,k03-138.png
1109,2,0,1,2,2,1,k03-144.png
1110,2,1,2,2,1,6,k03-152.png
1111,0,0,2,0,1,6,k03-157.png
1112,2,0,1,0,2,6,k03-164.png
1113,2,0,2,0,1,1,k03-180.png
1114,2,0,2,0,2,6,k04-000.png
1115,1,1,2,2,1,6,k04-005.png
1116,2,1,2,1,1,6,k04-010.png
1117,1,1,2,2,0,6,k04-014.png
1118,1,0,1,2,2,6,k04-017.png
1119,0,0,2,2,2,6,k04-022.png
1120,0,0,1,0,2,6,k04-028.png
1121,0,0,2,2,2,6,k04-033.png
1122,1,1,0,2,0,1,k04-039.png
1123,1,1,2,0,1,6,k04-050.png
1124,0,0,2,2,1,6,k04-054.png
1125,0,1,2,2,1,6,k04-057.png
1126,0,0,1,2,2,1,k04-061.png
1127,2,0,1,0,2,6,k04-064.png
1128,1,0,2,2,2,1,k04-068.png
1129,0,0,2,0,1,6,k04-075.png
1130,1,1,0,1,2,6,k04-079.png
1131,0,0,1,0,2,6,k04-085.png
1132,1,0,1,2,2,1,k04-093.png
1133,2,0,1,0,2,6,k04-099.png
1134,2,0,2,2,2,1,k04-103.png
1135,0,0,1,2,2,6,k04-106.png
1136,2,1,2,1,0,1,k04-110.png
1137,2,1,2,2,1,1,k04-115.png
1138,1,1,2,2,1,1,k04-119.png
1139,2,0,2,2,1,6,k04-126.png
1140,0,0,1,1,1,1,k04-136.png
1141,2,1,0,2,2,1,k04-142.png
1142,2,1,2,0,1,6,k04-149.png
1143,0,1,2,2,1,6,k04-156.png
1144,2,0,2,2,2,6,k04-163.png
1145,0,0,2,2,0,0,k07-059a.png
1146,0,0,1,0,0,0,k07-063a.png
1147,2,0,2,0,0,0,k07-067a.png
1148,0,0,2,0,0,0,k07-077.png
1149,0,0,2,0,0,0,k07-085.png
1150,0,1,2,2,0,0,k07-122.png
1151,0,1,2,0,0,0,k07-125.png
1152,1,1,0,2,2,0,k07-134.png
1153,1,1,0,2,0,0,k07-141.png
1154,0,1,0,2,2,0,k07-146.png
1155,1,0,1,0,0,0,k07-152.png
1156,2,0,1,0,0,0,k07-158.png
1157,2,0,1,0,0,0,k07-166.png
1158,2,0,1,0,0,0,k07-176.png
1159,2,1,2,1,2,0,k07-185.png
1160,1,1,0,1,2,1,l01-000.png
1161,2,0,1,0,2,1,l01-007.png
1162,2,0,1,0,2,0,l01-016.png
1163,2,0,2,0,1,1,l01-023.png
1164,2,1,2,1,1,1,l01-030.png
1165,2,0,2,2,2,1,l01-050.png
1166,2,1,0,1,2,1,l01-065.png
1167,0,0,2,0,2,1,l01-082.png
1168,2,0,1,0,2,1,l01-095.png
1169,0,0,1,1,2,1,l01-105.png
1170,0,0,1,0,1,1,l01-111.png
1171,0,0,2,0,2,1,l01-119.png
1172,2,0,1,0,2,1,l01-129.png
1173,2,0,1,2,2,1,l01-133.png
1174,2,1,2,2,1,1,l01-143.png
1175,0,0,1,0,0,1,l01-157.png
1176,2,0,2,2,2,1,l01-173.png
1177,2,1,0,2,2,1,l01-179.png
1178,0,1,0,1,0,1,l01-187.png
1179,2,0,2,0,2,1,l01-195.png
1180,1,1,2,1,1,1,l01-199.png
1181,2,0,1,2,1,1,l03-000.png
1182,2,1,2,1,0,1,l03-004.png
1183,0,1,2,2,0,1,l03-008.png
1184,0,0,1,0,2,1,l04-000.png
1185,0,0,1,2,2,1,l04-005.png
1186,0,1,2,1,1,1,l04-012.png
1187,2,0,2,0,2,1,l04-020.png
1188,0,0,2,2,2,1,l04-026.png
1189,2,0,1,0,2,1,l04-034.png
1190,1,0,1,0,0,1,l04-043.png
1191,2,0,2,2,2,0,l04-052.png
1192,0,0,1,2,1,0,l04-062.png
1193,0,1,2,0,0,1,l04-066.png
1194,0,0,1,2,2,1,l04-071.png
1195,0,1,0,1,2,1,l04-082.png
1196,1,0,1,0,2,1,l04-087.png
1197,1,0,2,2,1,1,l04-093.png
1198,0,0,1,1,2,0,l04-098.png
1199,1,0,2,2,2,1,l04-102.png
1200,2,0,2,2,1,1,l04-106.png
1201,2,0,1,0,2,1,l04-113.png
1202,2,1,2,0,0,1,l04-118.png
1203,2,0,2,2,2,1,l04-124.png
1204,2,0,1,2,2,1,l04-130.png
1205,0,0,2,2,1,1,l04-136.png
1206,2,0,1,2,2,1,l04-141.png
1207,0,0,1,0,2,1,l04-147.png
1208,0,1,2,2,1,1,l04-153.png
1209,1,1,2,2,0,1,l04-159.png
1210,0,0,1,0,2,1,l04-163.png
1211,0,0,1,0,2,1,l04-170.png
1212,2,0,1,0,2,1,l04-174.png
1213,1,0,1,2,2,1,l04-179.png
1214,0,0,2,0,0,1,l07-052.png
1215,0,0,2,0,0,1,l07-065.png
1216,0,0,2,0,0,1,l07-074.png
1217,2,0,1,0,2,1,l07-080.png
1218,2,1,2,0,0,1,l07-085.png
1219,2,0,1,0,0,1,l07-103.png
1220,2,0,1,0,0,1,l07-111.png
1221,2,0,2,2,2,1,l07-118.png
1222,2,0,2,2,2,1,l07-131.png
1223,0,1,2,2,0,1,l07-135.png
1224,2,1,2,2,0,1,l07-138.png
1225,0,0,2,2,0,1,l07-172.png
1226,1,0,2,0,0,1,l07-176.png
1227,1,0,2,2,0,1,l07-181.png
1228,1,1,2,2,0,1,l07-187.png
1229,0,0,1,0,2,1,l07-190.png
1230,0,0,1,0,2,6,m01-000.png
1231,0,1,0,1,2,6,m01-012.png
1232,2,1,0,2,2,6,m01-017.png
1233,0,0,1,0,2,6,m01-022.png
1234,2,1,2,2,1,6,m01-026.png
1235,2,0,1,2,2,6,m01-032.png
1236,2,1,0,1,2,6,m01-038.png
1237,0,1,2,1,0,6,m01-049.png
1238,1,1,2,2,0,6,m01-060.png
1239,0,1,0,2,0,6,m01-079.png
1240,2,0,1,0,2,6,m01-084.png
1241,1,0,1,2,1,6,m01-090.png
1242,0,1,2,2,0,6,m01-095.png
1243,0,0,2,0,2,6,m01-100.png
1244,1,1,2,2,0,6,m01-104.png
1245,1,1,0,1,0,1,m01-110.png
1246,0,1,0,2,2,6,m01-115.png
1247,1,0,2,1,2,1,m01-121.png
1248,0,0,2,1,2,1,m01-125.png
1249,0,1,0,2,0,1,m01-131.png
1250,0,1,2,1,0,1,m01-136.png
1251,0,0,2,2,1,6,m01-149.png
1252,1,1,2,2,0,1,m01-160.png
1253,2,1,2,1,0,6,m02-048.png
1254,0,1,0,2,0,6,m02-052.png
1255,2,1,2,2,0,6,m02-055.png
1256,1,1,2,2,0,1,m02-059.png
1257,1,0,2,2,2,6,m02-066.png
1258,1,1,0,1,2,6,m02-069.png
1259,1,1,0,2,2,6,m02-072.png
1260,0,0,1,0,2,1,m02-075.png
1261,2,1,2,2,0,1,m02-080.png
1262,0,0,2,1,1,6,m02-083.png
1263,2,1,2,0,0,1,m02-087.png
1264,0,0,1,1,2,6,m02-090.png
1265,0,1,2,2,0,1,m02-095.png
1266,1,0,1,0,2,6,m02-102.png
1267,2,0,2,1,2,6,m02-106.png
1268,0,1,0,1,2,6,m02-109.png
1269,2,1,2,0,2,6,m02-112.png
1270,2,1,2,1,0,1,m03-006.png
1271,2,1,0,2,0,1,m03-013.png
1272,1,0,2,0,2,1,m03-020.png
1273,2,1,2,2,0,1,m03-033.png
1274,1,1,2,1,0,1,m03-062.png
1275,0,1,2,2,1,6,m03-095.png
1276,2,1,0,1,0,6,m03-110.png
1277,2,1,2,1,0,1,m03-114.png
1278,2,0,1,0,0,6,m03-118.png
1279,2,1,2,2,1,6,m04-000.png
1280,0,1,0,2,2,6,m04-007.png
1281,1,0,1,0,0,1,m04-012.png
1282,0,1,2,2,0,6,m04-019.png
1283,2,0,1,0,2,6,m04-024.png
1284,0,1,0,2,0,6,m04-030.png
1285,0,1,0,2,1,6,m04-038.png
1286,0,1,0,2,2,6,m04-043.png
1287,2,1,0,2,2,6,m04-061.png
1288,2,1,2,1,0,6,m04-072.png
1289,2,1,0,2,2,6,m04-078.png
1290,1,1,2,1,1,6,m04-081.png
1291,2,0,2,2,2,6,m04-093.png
1292,0,0,1,0,2,6,m04-100.png
1293,2,1,0,1,0,6,m04-107.png
1294,2,1,0,1,2,6,m04-113.png
1295,0,1,0,1,0,6,m04-123.png
1296,0,1,0,2,0,6,m04-131.png
1297,2,1,0,1,2,6,m04-138.png
1298,0,0,2,0,2,6,m04-145.png
1299,0,0,1,0,2,6,m04-152.png
1300,1,0,1,0,0,1,m04-164.png
1301,0,0,1,2,2,6,m04-180.png
1302,2,0,2,2,0,6,m04-190.png
1303,2,1,2,0,1,6,m04-200.png
1304,2,0,2,0,2,6,m04-209.png
1305,2,0,1,0,2,1,m04-216.png
1306,0,0,2,0,2,1,m04-222.png
1307,0,0,2,0,0,6,m04-231.png
1308,2,1,0,0,1,1,m04-238.png
1309,2,1,2,2,0,6,m04-246.png
1310,2,0,1,0,0,6,m04-251.png
1311,0,0,1,0,2,6,m06-019.png
1312,2,1,2,2,0,6,m06-031.png
1313,2,0,2,0,2,6,m06-042.png
1314,0,0,2,2,2,6,m06-048.png
1315,0,0,2,0,2,6,m06-056.png
1316,2,0,1,0,2,1,m06-067.png
1317,0,1,2,0,1,6,m06-076.png
1318,0,0,2,0,2,6,m06-083.png
1319,0,0,2,0,1,6,m06-091.png
1320,2,0,1,0,2,6,m06-098.png
1321,2,1,2,2,1,6,m06-106.png
1322,2,0,1,2,2,1,n01-000.png
1323,2,1,0,2,0,1,n01-004.png
1324,0,0,1,1,2,1,n01-009.png
1325,2,1,0,2,2,6,n01-020.png
1326,0,1,0,2,2,1,n01-031.png
1327,1,0,2,0,2,1,n01-036.png
1328,0,1,0,1,2,6,n01-045.png
1329,1,1,0,1,2,6,n01-052.png
1330,0,1,2,2,1,1,n01-057.png
1331,2,0,2,2,2,6,n02-000.png
1332,0,0,2,2,2,6,n02-004.png
1333,0,0,1,0,2,6,n02-009.png
1334,2,1,0,2,0,6,n02-016.png
1335,2,1,0,1,1,6,n02-028.png
1336,0,0,1,0,2,6,n02-033.png
1337,2,0,1,0,2,6,n02-037.png
1338,2,1,2,2,1,6,n02-040.png
1339,1,1,0,2,2,6,n02-045.png
1340,2,1,2,2,1,6,n02-049.png
1341,1,1,2,1,1,1,n02-054.png
1342,0,0,2,2,2,1,n02-062.png
1343,2,1,2,0,1,6,n02-082a.png
1344,1,0,1,0,1,6,n02-098.png
1345,0,1,0,2,0,6,n02-104.png
1346,0,1,0,2,0,6,n02-109.png
1347,2,1,0,1,2,6,n02-114.png
1348,1,1,0,2,2,6,n02-120.png
1349,1,1,0,2,2,6,n02-127.png
1350,1,0,2,2,2,6,n02-146.png
1351,2,1,2,1,1,6,n02-151.png
1352,2,0,1,0,2,6,n02-154.png
1353,2,1,0,1,2,6,n02-157.png
1354,2,1,2,0,1,6,n03-038.png
1355,0,1,0,2,2,6,n03-064.png
1356,0,0,1,2,2,6,n03-066.png
1357,2,0,1,0,2,6,n03-079.png
1358,0,1,0,1,1,6,n03-082.png
1359,2,0,2,2,2,1,n03-091.png
1360,1,0,1,2,2,6,n03-097.png
1361,2,1,0,1,0,6,n03-103.png
1362,1,1,0,1,2,1,n03-106.png
1363,1,1,0,2,2,6,n03-113.png
1364,2,1,2,1,1,1,n03-120.png
1365,1,1,2,2,1,6,n03-126.png
1366,0,1,2,0,1,6,n04-000.png
1367,2,1,2,0,0,6,n04-009.png
1368,0,1,2,2,0,6,n04-015.png
1369,2,1,2,2,0,1,n04-022.png
1370,1,1,2,2,1,6,n04-031.png
1371,0,1,2,2,1,6,n04-039.png
1372,0,1,0,1,2,1,n04-044.png
1373,0,1,0,1,2,6,n04-048.png
1374,1,1,0,1,2,1,n04-052.png
1375,2,1,0,2,2,6,n04-060.png
1376,0,1,0,2,1,6,n04-068.png
1377,1,1,0,2,2,6,n04-075.png
1378,0,0,1,2,1,1,n04-084.png
1379,0,1,2,2,1,6,n04-092.png
1380,0,0,1,2,2,6,n04-100.png
1381,0,1,2,2,1,6,n04-107.png
1382,1,1,0,2,0,6,n04-114.png
1383,2,1,0,2,1,6,n04-130.png
1384,1,1,0,1,2,1,n04-139.png
1385,2,1,0,1,0,6,n04-149.png
1386,2,1,0,1,0,6,n04-156.png
1387,0,1,2,1,1,6,n04-163.png
1388,2,1,2,2,1,1,n04-171.png
1389,0,1,0,2,1,6,n04-183.png
1390,0,1,0,2,0,6,n04-190.png
1391,1,1,2,2,1,6,n04-195.png
1392,2,1,2,1,1,1,n04-202.png
1393,2,1,2,2,1,6,n04-209.png
1394,2,1,2,2,1,6,n04-213.png
1395,1,0,2,2,1,6,n04-218.png
1396,0,0,1,0,2,0,n06-074.png
1397,0,0,2,0,2,0,n06-082.png
1398,2,0,1,2,2,0,n06-092.png
1399,2,0,2,2,2,0,n06-100.png
1400,2,0,1,0,2,0,n06-111.png
1401,0,0,2,0,2,0,n06-119.png
1402,2,0,1,2,2,0,n06-123.png
1403,0,0,1,0,2,0,n06-128.png
1404,1,0,1,2,2,0,n06-133.png
1405,2,0,1,0,2,0,n06-140.png
1406,2,0,1,0,0,0,n06-148.png
1407,2,0,1,0,0,0,n06-156.png
1408,0,0,1,0,2,0,n06-163.png
1409,0,0,1,0,2,0,n06-169.png
1410,0,0,1,0,2,0,n06-175.png
1411,0,0,1,0,2,0,n06-182.png
1412,2,0,1,0,2,0,n06-186.png
1413,0,0,1,0,2,0,n06-194.png
1414,2,0,1,0,2,0,n06-201.png
1415,2,0,2,1,1,1,p01-147.png
1416,0,0,1,2,2,1,p01-155.png
1417,0,1,2,0,0,1,p01-168.png
1418,0,0,2,2,1,1,p01-174.png
1419,0,1,0,2,2,1,p02-000.png
1420,2,1,0,1,0,1,p02-008.png
1421,1,1,2,2,0,1,p02-017.png
1422,0,1,2,1,1,1,p02-022.png
1423,0,1,2,0,1,1,p02-027.png
1424,0,1,2,2,0,1,p02-069.png
1425,0,1,2,2,0,1,p02-076.png
1426,0,0,2,2,2,1,p02-081.png
1427,1,0,2,2,2,1,p02-090.png
1428,0,1,2,0,1,1,p02-101.png
1429,2,1,2,2,0,1,p02-105.png
1430,2,0,1,1,2,1,p02-109.png
1431,0,0,2,2,2,1,p02-115.png
1432,2,1,0,2,0,1,p02-121.png
1433,0,1,0,2,0,1,p02-127.png
1434,0,0,2,2,2,1,p02-131.png
1435,0,0,2,0,2,1,p02-135.png
1436,2,0,1,0,2,1,p02-139.png
1437,1,1,0,2,0,1,p02-144.png
1438,2,0,1,2,2,1,p02-150.png
1439,0,0,1,0,2,1,p02-155.png
1440,0,0,1,2,2,1,p03-004.png
1441,2,0,1,0,0,1,p03-009.png
1442,2,0,2,2,2,1,p03-012.png
1443,0,0,2,0,1,1,p03-023.png
1444,0,1,0,2,0,1,p03-027.png
1445,0,1,2,1,1,1,p03-029.png
1446,1,0,1,0,2,1,p03-033.png
1447,0,1,2,1,1,1,p03-040.png
1448,1,1,0,1,0,1,p03-047.png
1449,1,1,2,2,0,1,p03-057.png
1450,0,0,1,0,2,1,p03-069.png
1451,2,1,2,2,0,1,p03-072.png
1452,2,0,2,0,2,1,p03-080.png
1453,2,0,2,1,1,1,p03-087.png
1454,0,1,0,1,0,1,p03-096.png
1455,1,1,2,2,0,1,p03-103.png
1456,1,0,2,1,0,1,p03-112.png
1457,1,1,0,2,2,1,p03-121.png
1458,2,1,0,2,0,1,p03-135.png
1459,0,1,0,2,2,1,p03-142.png
1460,1,1,2,2,1,1,p03-151.png
1461,2,0,2,0,2,1,p03-158.png
1462,0,1,0,2,2,1,p03-163.png
1463,0,0,1,2,2,1,p03-173.png
1464,1,1,2,1,0,1,p03-181.png
1465,2,1,2,2,0,1,p03-185.png
1466,1,0,1,0,2,1,p03-189.png
1467,0,1,0,1,2,1,p06-030.png
1468,2,1,0,1,2,1,p06-042.png
1469,2,1,0,1,2,1,p06-047.png
1470,2,1,0,1,2,1,p06-052.png
1471,0,1,2,1,0,1,p06-058.png
1472,0,1,0,1,1,1,p06-069.png
1473,0,1,0,1,1,1,p06-088.png
1474,0,1,0,1,0,1,p06-096.png
1475,2,1,0,1,2,1,p06-104.png
1476,0,0,1,2,2,1,p06-242.png
1477,1,0,1,0,2,1,p06-248.png
1478,2,1,2,2,1,6,r02-000.png
1479,2,1,2,0,1,1,r02-003.png
1480,2,0,1,0,2,6,r02-006.png
1481,0,1,2,2,1,6,r02-010.png
1482,1,1,0,1,2,1,r02-013.png
1483,0,1,0,2,1,6,r02-038.png
1484,1,0,2,2,2,1,r02-054.png
1485,2,1,0,1,1,6,r02-060.png
1486,1,1,0,1,2,1,r02-065.png
1487,0,0,2,0,2,6,r02-070.png
1488,2,1,2,0,1,6,r02-078.png
1489,0,1,2,2,1,1,r02-081.png
1490,2,1,2,1,1,6,r02-089.png
1491,2,1,2,2,1,6,r02-109.png
1492,2,0,2,0,2,1,r02-117.png
1493,0,0,1,0,2,1,r02-127.png
1494,0,0,1,0,1,1,r02-131.png
1495,1,1,0,2,2,1,r02-137.png
1496,1,1,0,2,1,6,r02-146.png
1497,0,0,1,1,2,6,r03-002.png
1498,2,0,2,2,2,1,r03-007.png
1499,1,1,2,1,1,6,r03-026.png
1500,2,0,1,0,2,6,r03-030.png
1501,0,0,2,1,2,6,r03-035.png
1502,0,1,2,2,1,6,r03-050.png
1503,2,1,0,1,0,6,r03-053.png
1504,2,1,2,1,1,6,r03-056.png
1505,2,0,1,2,2,6,r03-065.png
1506,0,1,0,1,2,6,r03-084.png
1507,0,0,1,0,1,6,r03-090.png
1508,2,0,1,0,0,6,r03-096.png
1509,2,1,2,1,1,6,r03-110.png
1510,2,0,1,0,2,6,r03-115.png
1511,0,1,0,0,0,0,r06-000.png
1512,0,0,2,2,2,0,r06-003.png
1513,2,1,2,2,0,0,r06-007.png
1514,0,1,2,0,1,0,r06-011.png
1515,0,0,2,0,2,0,r06-018.png
1516,0,0,2,2,1,0,r06-022.png
1517,1,1,0,2,2,0,r06-027.png
1518,1,1,2,2,1,0,r06-035.png
1519,1,0,1,2,2,0,r06-041.png
1520,2,1,2,1,0,0,r06-044.png
1521,0,0,2,0,2,0,r06-049.png
1522,0,1,0,2,0,0,r06-053.png
1523,0,0,2,2,1,0,r06-057.png
1524,0,0,1,2,2,0,r06-062.png
1525,0,1,0,2,0,0,r06-066.png
1526,2,1,2,2,0,0,r06-070.png
1527,0,0,2,2,2,0,r06-076.png
1528,2,0,2,2,1,0,r06-090.png
1529,0,1,2,2,0,0,r06-097.png
1530,0,0,2,2,2,0,r06-103.png
1531,0,0,1,2,2,0,r06-106.png
1532,2,1,2,2,1,0,r06-111.png
1533,1,0,2,2,2,0,r06-115.png
1534,2,0,2,1,2,0,r06-121.png
1535,1,1,2,2,0,0,r06-126.png
1536,2,0,1,2,2,0,r06-130.png
1537,2,0,2,2,2,0,r06-137.png
1538,0,1,2,0,2,0,r06-143.png
